A1,A2,A3,A4,A5,A6,A7,A8,C
8,47,41.125,88.125,A,119.125,A,130.125,A
9,48,37.3333333333333,256,A,115.333333333333,A,151.333333333333,C
11,23,8.36363636363636,94.0909090909091,A,67.3636363636364,A,103.363636363636,C
20,46,18.4,64.4,A,88.4,A,99.4,A
15,30,12,126,A,76,A,109,C
17,39,11.4705882352941,100.941176470588,B,85.4705882352941,A,107.470588235294,B
5,24,28.8,158.4,A,87.8,A,120.8,C
8,36,18,54,A,83,A,93,A
2,32,64,96,A,132,A,144,A
1,44,264,1232,C,346,B,398,D
9,22,9.77777777777778,95.3333333333333,A,59.7777777777778,A,98.7777777777778,C
20,47,18.8,131.6,B,97.8,A,117.8,B
8,49,30.625,318.5,C,101.625,B,145.625,D
16,20,7.5,110,C,60.5,B,104.5,D
12,21,7,84,A,55,A,91,C
6,48,40,176,B,112,A,132,B
17,44,18.1176470588235,124.235294117647,B,87.1176470588235,A,111.117647058824,B
5,37,51.8,355.2,C,121.8,B,165.8,D
4,50,50,200,B,140,A,166,B
9,25,11.1111111111111,36.1111111111111,A,57.1111111111111,A,70.1111111111111,A
3,34,56.6666666666667,90.6666666666667,A,113.666666666667,A,124.666666666667,A
15,35,16.3333333333333,51.3333333333333,A,74.3333333333333,A,85.3333333333333,A
5,22,17.6,158.4,C,59.6,B,107.6,D
17,32,15.0588235294118,47.0588235294118,A,80.0588235294118,A,92.0588235294118,A
4,36,72,216,B,147,A,173,B
12,49,20.4166666666667,69.4166666666667,A,98.4166666666667,A,110.416666666667,A
10,44,22,132,B,105,A,127,B
3,43,86,387,A,151,A,190,C
16,41,20.5,184.5,A,87.5,A,120.5,C
10,45,18,252,C,85,B,129,D
12,44,14.6666666666667,176,A,93.6666666666667,A,132.666666666667,C
14,20,11.4285714285714,62.8571428571429,B,53.4285714285714,A,73.4285714285714,B
19,30,7.89473684210526,113.684210526316,A,57.8947368421053,A,87.8947368421053,C
14,43,18.4285714285714,122.857142857143,B,101.428571428571,A,123.428571428571,B
16,36,15.75,155.25,A,76.75,A,109.75,C
14,44,22,132,B,102,A,124,B
7,22,15.7142857142857,75.4285714285714,B,76.7142857142857,A,102.714285714286,B
14,20,8.57142857142857,28.5714285714286,A,60.5714285714286,A,72.5714285714286,A
9,48,26.6666666666667,224,A,95.6666666666667,A,131.666666666667,C
1,42,252,588,B,316,A,336,B
6,24,20,176,C,81,B,133,D
8,30,15,180,C,67,B,111,D
18,32,10.6666666666667,42.6666666666667,A,68.6666666666667,A,78.6666666666667,A
1,36,288,972,A,346,A,379,C
2,28,98,378,A,159,A,195,C
5,47,65.8,225.6,B,134.8,A,154.8,B
12,31,18.0833333333333,49.0833333333333,A,87.0833333333333,A,98.0833333333333,A
9,35,19.4444444444444,217.777777777778,C,91.4444444444444,B,131.444444444444,D
1,42,252,882,A,328,A,367,C
7,39,33.4285714285714,289.714285714286,C,97.4285714285714,B,149.428571428571,D
14,32,18.2857142857143,100.571428571429,B,76.2857142857143,A,100.285714285714,B
15,24,6.4,30.4,A,57.4,A,69.4,A
10,39,31.2,210.6,A,90.2,A,123.2,C
10,24,9.6,33.6,A,61.6,A,72.6,A
15,42,11.2,53.2,A,87.2,A,97.2,A
3,30,70,100,A,121,A,131,A
13,40,15.3846153846154,55.3846153846154,A,90.3846153846154,A,101.384615384615,A
17,27,12.7058823529412,119.117647058824,A,68.7058823529412,A,98.7058823529412,C
16,31,7.75,155,C,69.75,B,117.75,D
9,40,17.7777777777778,57.7777777777778,A,81.7777777777778,A,93.7777777777778,A
3,36,72,432,C,147,B,199,D
9,44,29.3333333333333,220,A,102.333333333333,A,138.333333333333,C
5,22,30.8,52.8,A,91.8,A,101.8,A
7,29,24.8571428571429,161.571428571429,A,88.8571428571429,A,121.857142857143,C
2,23,57.5,161,B,119.5,A,145.5,B
10,46,27.6,294.4,C,99.6,B,139.6,D
5,50,80,130,A,158,A,170,A
19,21,6.63157894736842,82.8947368421053,A,49.6315789473684,A,85.6315789473684,C
1,30,180,420,B,247,A,269,B
18,39,15.1666666666667,108.333333333333,B,90.1666666666667,A,112.166666666667,B
13,43,13.2307692307692,112.461538461538,B,84.2307692307692,A,104.230769230769,B
12,22,9.16666666666667,124.666666666667,C,57.1666666666667,B,101.166666666667,D
19,32,11.7894736842105,131.368421052632,A,79.7894736842105,A,115.789473684211,C
12,31,15.5,93,B,76.5,A,96.5,B
7,31,22.1428571428571,159.428571428571,A,79.1428571428571,A,112.142857142857,C
16,23,10.0625,66.125,B,65.0625,A,91.0625,B
6,48,32,160,B,103,A,127,B
13,24,7.38461538461539,62.7692307692308,B,56.3846153846154,A,80.3846153846154,B
7,20,20,120,A,76,A,106,C
9,46,35.7777777777778,163.555555555556,B,115.777777777778,A,137.777777777778,B
11,23,10.4545454545455,100.363636363636,A,72.4545454545455,A,111.454545454545,C
16,37,18.5,222,C,81.5,B,121.5,D
17,21,4.94117647058824,103.764705882353,C,61.9411764705882,B,109.941176470588,D
13,49,30.1538461538462,237.461538461538,A,105.153846153846,A,141.153846153846,C
14,32,9.14285714285714,123.428571428571,A,77.1428571428571,A,107.142857142857,C
5,31,49.6,322.4,C,110.6,B,158.6,D
4,49,61.25,110.25,A,137.25,A,150.25,A
17,50,17.6470588235294,67.6470588235294,A,100.647058823529,A,111.647058823529,A
9,38,29.5555555555556,270.222222222222,C,104.555555555556,B,152.555555555556,D
4,35,35,140,B,99,A,123,B
17,45,13.2352941176471,232.941176470588,C,82.2352941176471,B,134.235294117647,D
17,21,9.88235294117647,123.529411764706,C,63.8823529411765,B,107.882352941176,D
16,23,8.625,94.875,A,71.625,A,104.625,C
3,42,112,616,C,182,B,234,D
9,45,30,300,C,103,B,143,D
16,23,7.1875,60.375,B,58.1875,A,84.1875,B
1,23,115,138,A,158,A,170,A
2,38,133,171,A,206,A,218,A
13,24,11.0769230769231,140.307692307692,C,72.0769230769231,B,116.076923076923,D
7,22,18.8571428571429,122.571428571429,A,67.8571428571429,A,106.857142857143,C
6,43,28.6666666666667,286.666666666667,C,107.666666666667,B,155.666666666667,D
14,26,9.28571428571429,70.5714285714286,B,66.2857142857143,A,92.2857142857143,B
18,26,11.5555555555556,112.666666666667,A,72.5555555555556,A,108.555555555556,C
10,48,33.6,81.6,A,118.6,A,128.6,A
6,35,40.8333333333333,227.5,A,96.8333333333333,A,126.833333333333,C
3,43,71.6666666666667,114.666666666667,A,140.666666666667,A,152.666666666667,A
8,22,19.25,82.5,B,76.25,A,98.25,B
4,44,66,110,A,135,A,145,A
19,35,7.36842105263158,84.7368421052632,B,73.3684210526316,A,93.3684210526316,B
16,22,5.5,55,B,52.5,A,72.5,B
5,33,26.4,59.4,A,80.4,A,93.4,A
20,39,13.65,52.65,A,88.65,A,100.65,A
6,34,22.6666666666667,170,A,96.6666666666667,A,126.666666666667,C
14,39,22.2857142857143,122.571428571429,B,91.2857142857143,A,115.285714285714,B
6,31,25.8333333333333,56.8333333333333,A,78.8333333333333,A,90.8333333333333,A
16,22,5.5,110,C,52.5,B,92.5,D
18,47,18.2777777777778,261.111111111111,C,99.2777777777778,B,151.277777777778,D
17,26,7.64705882352941,134.588235294118,C,73.6470588235294,B,117.647058823529,D
7,42,36,78,A,107,A,119,A
1,26,156,182,A,218,A,228,A
14,27,15.4285714285714,127.285714285714,A,65.4285714285714,A,98.4285714285714,C
19,39,12.3157894736842,153.947368421053,A,71.3157894736842,A,107.315789473684,C
9,26,23.1111111111111,147.333333333333,A,69.1111111111111,A,99.1111111111111,C
7,28,20,48,A,72,A,84,A
18,44,17.1111111111111,61.1111111111111,A,90.1111111111111,A,100.111111111111,A
14,42,24,66,A,90,A,103,A
13,38,20.4615384615385,58.4615384615385,A,80.4615384615385,A,90.4615384615385,A
20,27,10.8,37.8,A,74.8,A,84.8,A
6,23,30.6666666666667,214.666666666667,C,75.6666666666667,B,119.666666666667,D
12,22,11,33,A,67,A,77,A
15,50,20,70,A,96,A,108,A
6,43,28.6666666666667,215,A,109.666666666667,A,148.666666666667,C
3,50,100,600,C,176,B,224,D
9,34,18.8888888888889,211.555555555556,C,73.8888888888889,B,117.888888888889,D
3,47,78.3333333333333,250.666666666667,B,151.333333333333,A,177.333333333333,B
1,21,105,378,A,159,A,195,C
7,34,38.8571428571429,291.428571428571,C,94.8571428571429,B,134.857142857143,D
12,39,16.25,110.5,B,85.25,A,107.25,B
16,25,7.8125,131.25,C,54.8125,B,102.8125,D
9,46,25.5555555555556,286.222222222222,C,91.5555555555556,B,139.555555555556,D
16,28,8.75,36.75,A,72.75,A,82.75,A
16,25,9.375,68.75,B,74.375,A,98.375,B
20,44,11,165,A,93,A,132,C
11,20,10.9090909090909,30.9090909090909,A,60.9090909090909,A,73.9090909090909,A
3,40,66.6666666666667,213.333333333333,B,129.666666666667,A,155.666666666667,B
4,37,37,148,B,100,A,120,B
7,43,24.5714285714286,202.714285714286,A,91.5714285714286,A,130.571428571429,C
17,46,13.5294117647059,119.058823529412,B,93.5294117647059,A,119.529411764706,B
9,37,28.7777777777778,197.333333333333,A,96.7777777777778,A,132.777777777778,C
2,29,116,290,B,172,A,192,B
13,38,17.5384615384615,166.615384615385,A,80.5384615384615,A,113.538461538462,C
4,50,50,200,B,125,A,151,B
5,23,32.2,110.4,B,81.2,A,107.2,B
16,41,20.5,246,C,97.5,B,145.5,D
6,24,24,144,A,83,A,116,C
8,41,35.875,230.625,A,116.875,A,149.875,C
17,28,9.88235294117647,37.8823529411765,A,76.8823529411765,A,89.8823529411765,A
17,21,8.64705882352941,29.6470588235294,A,68.6470588235294,A,78.6470588235294,A
10,40,24,64,A,94,A,104,A
11,35,25.4545454545455,60.4545454545455,A,87.4545454545455,A,98.4545454545455,A
4,23,34.5,230,C,79.5,B,131.5,D
16,35,13.125,48.125,A,77.125,A,89.125,A
20,48,16.8,259.2,C,89.8,B,137.8,D
5,50,70,360,A,156,A,192,C
16,20,6.25,26.25,A,53.25,A,66.25,A
17,47,19.3529411764706,132.705882352941,B,103.352941176471,A,123.352941176471,B
17,20,8.23529411764706,112.941176470588,C,62.2352941176471,B,114.235294117647,D
11,32,14.5454545454545,93.0909090909091,B,73.5454545454545,A,95.5454545454545,B
8,32,28,180,A,83,A,119,C
13,35,16.1538461538462,204.615384615385,C,76.1538461538462,B,124.153846153846,D
12,31,15.5,46.5,A,76.5,A,88.5,A
9,38,33.7777777777778,215.333333333333,A,92.7777777777778,A,128.777777777778,C
4,22,38.5,242,C,97.5,B,137.5,D
15,48,19.2,134.4,B,88.2,A,108.2,B
12,22,11,66,B,53,A,75,B
8,46,34.5,241.5,A,101.5,A,131.5,C
10,33,16.5,148.5,A,71.5,A,107.5,C
11,45,32.7272727272727,310.909090909091,C,110.727272727273,B,158.727272727273,D
19,21,7.73684210526316,28.7368421052632,A,49.7368421052632,A,60.7368421052632,A
16,37,18.5,166.5,A,78.5,A,114.5,C
3,29,58,261,A,111,A,144,C
11,45,24.5454545454545,69.5454545454545,A,104.545454545455,A,116.545454545455,A
13,21,6.46153846153846,82.3846153846154,A,58.4615384615385,A,97.4615384615385,C
2,43,107.5,451.5,A,179.5,A,215.5,C
11,48,30.5454545454545,314.181818181818,C,102.545454545455,B,146.545454545455,D
6,25,29.1666666666667,162.5,A,87.1666666666667,A,117.166666666667,C
19,27,9.94736842105263,73.8947368421053,B,70.9473684210526,A,94.9473684210526,B
19,25,10.5263157894737,71.0526315789474,B,68.5263157894737,A,94.5263157894737,B
5,29,40.6,278.4,C,109.6,B,149.6,D
9,49,32.6666666666667,245,A,117.666666666667,A,153.666666666667,C
11,26,14.1818181818182,80.3636363636364,B,65.1818181818182,A,91.1818181818182,B
18,49,19.0555555555556,204.166666666667,A,100.055555555556,A,133.055555555556,C
17,50,11.7647058823529,61.7647058823529,A,93.7647058823529,A,104.764705882353,A
5,31,43.4,223.2,A,95.4,A,128.4,C
5,24,24,192,C,69,B,113,D
3,20,53.3333333333333,293.333333333333,C,113.333333333333,B,153.333333333333,D
19,24,6.31578947368421,90.9473684210526,A,70.3157894736842,A,106.315789473684,C
5,40,40,160,B,102,A,122,B
10,36,28.8,129.6,B,91.8,A,115.8,B
3,30,70,400,C,130,B,170,D
7,34,19.4285714285714,160.285714285714,A,74.4285714285714,A,107.428571428571,C
8,37,23.125,120.25,B,82.125,A,102.125,B
8,47,41.125,352.5,C,122.125,B,166.125,D
15,26,12.1333333333333,114.4,A,77.1333333333333,A,110.133333333333,C
2,30,90,360,A,140,A,176,C
5,32,44.8,76.8,A,98.8,A,110.8,A
5,23,36.8,59.8,A,87.8,A,100.8,A
2,25,62.5,175,B,107.5,A,131.5,B
7,33,28.2857142857143,183.857142857143,A,95.2857142857143,A,134.285714285714,C
17,36,10.5882352941176,186.352941176471,C,81.5882352941177,B,125.588235294118,D
2,37,148,555,A,206,A,236,C
1,39,234,273,A,304,A,315,A
5,25,25,200,C,72,B,120,D
19,29,12.2105263157895,123.631578947368,A,64.2105263157895,A,94.2105263157895,C
20,33,11.55,133.65,A,73.55,A,112.55,C
8,40,20,60,A,83,A,94,A
3,22,36.6666666666667,176,A,96.6666666666667,A,129.666666666667,C
3,50,116.666666666667,333.333333333333,B,206.666666666667,A,228.666666666667,B
4,30,37.5,67.5,A,104.5,A,117.5,A
19,41,8.63157894736842,198.526315789474,C,77.6315789473684,B,117.631578947368,D
4,44,66,110,A,143,A,153,A
3,48,80,512,C,159,B,207,D
14,38,21.7142857142857,119.428571428571,B,81.7142857142857,A,107.714285714286,B
10,29,11.6,81.2,B,77.6,A,103.6,B
15,25,10,140,C,66,B,106,D
7,43,49.1428571428571,184.285714285714,B,116.142857142857,A,140.142857142857,B
7,30,17.1428571428571,94.2857142857143,B,72.1428571428571,A,96.1428571428571,B
20,33,6.6,79.2,B,67.6,A,93.6,B
6,22,22,88,B,82,A,104,B
20,48,19.2,268.8,C,94.2,B,138.2,D
6,28,32.6666666666667,182,A,92.6666666666667,A,128.666666666667,C
8,45,22.5,202.5,A,91.5,A,121.5,C
7,38,43.4285714285714,244.285714285714,A,118.428571428571,A,151.428571428571,C
20,22,8.8,92.4,A,67.8,A,106.8,C
9,44,39.1111111111111,332.444444444444,C,120.111111111111,B,160.111111111111,D
16,24,12,36,A,61,A,71,A
9,36,20,56,A,92,A,103,A
7,25,25,50,A,79,A,90,A
6,47,47,94,A,115,A,127,A
7,35,25,240,C,84,B,136,D
3,45,75,120,A,140,A,150,A
8,44,33,77,A,110,A,121,A
14,49,21,210,A,102,A,138,C
15,28,7.46666666666667,106.4,A,56.4666666666667,A,89.4666666666667,C
9,28,18.6666666666667,186.666666666667,C,82.6666666666667,B,122.666666666667,D
2,30,90,480,C,152,B,200,D
3,50,83.3333333333333,266.666666666667,B,156.333333333333,A,180.333333333333,B
18,24,8,64,B,66,A,88,B
7,42,42,84,A,112,A,124,A
17,33,15.5294117647059,97.0588235294118,B,87.5294117647059,A,107.529411764706,B
11,47,29.9090909090909,230.727272727273,A,99.9090909090909,A,129.909090909091,C
17,41,19.2941176470588,120.588235294118,B,95.2941176470588,A,115.294117647059,B
20,48,14.4,249.6,C,92.4,B,132.4,D
20,27,9.45,145.8,C,58.45,B,110.45,D
12,21,7,84,A,64,A,94,C
17,29,6.82352941176471,107.470588235294,A,72.8235294117647,A,105.823529411765,C
9,50,33.3333333333333,83.3333333333333,A,109.333333333333,A,119.333333333333,A
16,29,10.875,39.875,A,63.875,A,76.875,A
7,35,30,130,B,91,A,117,B
11,40,29.0909090909091,276.363636363636,C,100.090909090909,B,144.090909090909,D
13,27,10.3846153846154,112.153846153846,A,72.3846153846154,A,105.384615384615,C
15,30,10,120,A,61,A,94,C
5,28,28,224,C,79,B,131,D
13,35,13.4615384615385,96.9230769230769,B,85.4615384615385,A,107.461538461538,B
18,26,8.66666666666667,34.6666666666667,A,59.6666666666667,A,70.6666666666667,A
2,27,94.5,486,C,159.5,B,207.5,D
15,26,8.66666666666667,34.6666666666667,A,61.6666666666667,A,71.6666666666667,A
19,50,15.7894736842105,263.157894736842,C,97.7894736842105,B,145.789473684211,D
14,47,13.4285714285714,120.857142857143,B,94.4285714285714,A,118.428571428571,B
3,49,114.333333333333,163.333333333333,A,187.333333333333,A,197.333333333333,A
14,25,14.2857142857143,157.142857142857,C,60.2857142857143,B,104.285714285714,D
6,31,31,62,A,102,A,115,A
19,31,8.1578947368421,156.631578947368,C,71.1578947368421,B,115.157894736842,D
13,38,23.3846153846154,184.153846153846,A,96.3846153846154,A,135.384615384615,C
17,34,10,132,A,66,A,99,C
4,47,94,423,A,172,A,208,C
6,26,21.6666666666667,95.3333333333333,B,68.6666666666667,A,90.6666666666667,B
6,36,42,156,B,101,A,121,B
16,28,14,168,C,69,B,117,D
8,29,18.125,47.125,A,70.125,A,80.125,A
7,38,32.5714285714286,211.714285714286,A,96.5714285714286,A,129.571428571429,C
17,43,10.1176470588235,106.235294117647,B,84.1176470588235,A,104.117647058824,B
16,32,12,132,A,72,A,111,C
2,43,86,516,C,149,B,189,D
19,43,11.3157894736842,108.631578947368,B,81.3157894736842,A,103.315789473684,B
17,33,13.5882352941176,46.5882352941176,A,82.5882352941177,A,93.5882352941177,A
14,40,22.8571428571429,251.428571428571,C,89.8571428571429,B,133.857142857143,D
5,27,43.2,280.8,C,108.2,B,152.2,D
1,42,210,756,A,277,A,313,C
10,36,21.6,115.2,B,82.6,A,102.6,B
1,28,224,504,B,275,A,301,B
19,47,14.8421052631579,123.684210526316,B,94.8421052631579,A,118.842105263158,B
8,39,29.25,68.25,A,88.25,A,100.25,A
9,23,12.7777777777778,35.7777777777778,A,57.7777777777778,A,67.7777777777778,A
12,31,20.6666666666667,103.333333333333,B,77.6666666666667,A,101.666666666667,B
20,41,12.3,213.2,C,92.3,B,140.3,D
12,27,11.25,76.5,B,72.25,A,98.25,B
16,46,20.125,264.5,C,103.125,B,151.125,D
16,38,19,171,A,97,A,130,C
8,41,35.875,307.5,C,106.875,B,146.875,D
6,45,30,300,C,113,B,157,D
10,29,14.5,87,B,64.5,A,86.5,B
20,49,19.6,137.2,B,96.6,A,118.6,B
10,22,15.4,37.4,A,61.4,A,72.4,A
16,23,11.5,69,B,55.5,A,79.5,B
20,26,9.1,70.2,B,55.1,A,79.1,B
1,48,384,1728,C,466,B,514,D
16,34,12.75,93.5,B,74.75,A,96.75,B
1,30,180,420,B,233,A,259,B
6,50,41.6666666666667,275,A,119.666666666667,A,158.666666666667,C
19,25,6.57894736842105,63.1578947368421,B,52.5789473684211,A,78.5789473684211,B
19,26,10.9473684210526,36.9473684210526,A,71.9473684210526,A,81.9473684210526,A
5,44,44,176,B,114,A,140,B
12,47,31.3333333333333,313.333333333333,C,114.333333333333,B,162.333333333333,D
13,48,29.5384615384615,155.076923076923,B,110.538461538462,A,134.538461538462,B
18,42,14,168,A,87,A,117,C
8,23,20.125,172.5,C,66.125,B,110.125,D
3,20,26.6666666666667,186.666666666667,C,72.6666666666667,B,120.666666666667,D
5,32,25.6,115.2,B,79.6,A,103.6,B
2,35,122.5,315,B,196.5,A,216.5,B
9,39,34.6666666666667,294.666666666667,C,103.666666666667,B,151.666666666667,D
18,48,21.3333333333333,277.333333333333,C,94.3333333333333,B,134.333333333333,D
13,39,12,51,A,76,A,86,A
4,21,31.5,157.5,A,84.5,A,123.5,C
2,31,124,155,A,182,A,192,A
19,20,4.21052631578947,48.4210526315789,B,62.2105263157895,A,86.2105263157895,B
9,24,18.6666666666667,42.6666666666667,A,73.6666666666667,A,86.6666666666667,A
14,23,11.5,69,B,73.5,A,97.5,B
3,21,42,189,A,98,A,131,C
20,28,11.2,117.6,A,77.2,A,116.2,C
4,24,42,264,C,105,B,157,D
8,49,24.5,220.5,A,94.5,A,127.5,C
16,20,7.5,27.5,A,59.5,A,72.5,A
9,20,11.1111111111111,31.1111111111111,A,67.1111111111111,A,77.1111111111111,A
15,34,15.8666666666667,49.8666666666667,A,88.8666666666667,A,99.8666666666667,A
10,35,21,224,C,88,B,140,D
20,47,11.75,117.5,B,97.75,A,119.75,B
10,21,14.7,142.8,C,72.7,B,124.7,D
12,30,15,135,A,70,A,106,C
10,34,27.2,244.8,C,95.2,B,139.2,D
16,20,5,100,C,64,B,104,D
3,28,74.6666666666667,308,A,139.666666666667,A,169.666666666667,C
12,27,9,108,A,69,A,99,C
18,31,12.0555555555556,86.1111111111111,B,79.0555555555556,A,103.055555555556,B
20,42,16.8,117.6,B,78.8,A,102.8,B
10,48,38.4,259.2,A,126.4,A,156.4,C
18,32,7.11111111111111,78.2222222222222,B,61.1111111111111,A,87.1111111111111,B
14,21,6,81,A,59,A,92,C
11,42,19.0909090909091,61.0909090909091,A,93.0909090909091,A,105.090909090909,A
11,50,22.7272727272727,218.181818181818,A,109.727272727273,A,148.727272727273,C
10,30,15,90,B,76,A,96,B
17,45,21.1764705882353,198.529411764706,A,90.1764705882353,A,126.176470588235,C
11,48,17.4545454545455,65.4545454545455,A,105.454545454545,A,115.454545454545,A
7,33,23.5714285714286,113.142857142857,B,96.5714285714286,A,122.571428571429,B
3,27,45,216,A,96,A,126,C
11,32,17.4545454545455,98.9090909090909,B,69.4545454545455,A,95.4545454545455,B
5,48,38.4,345.6,C,109.4,B,161.4,D
5,42,33.6,151.2,B,95.6,A,119.6,B
10,30,24,108,B,81,A,101,B
12,43,21.5,64.5,A,88.5,A,100.5,A
20,43,12.9,223.6,C,82.9,B,126.9,D
13,24,9.23076923076923,66.4615384615385,B,55.2307692307692,A,75.2307692307692,B
17,48,19.7647058823529,135.529411764706,B,93.7647058823529,A,113.764705882353,B
15,49,19.6,274.4,C,105.6,B,157.6,D
4,49,61.25,441,C,133.25,B,185.25,D
20,43,17.2,180.6,A,86.2,A,122.2,C
5,46,46,92,A,122,A,135,A
20,29,11.6,81.2,B,64.6,A,84.6,B
7,41,41,328,C,112,B,164,D
15,44,20.5333333333333,258.133333333333,C,87.5333333333333,B,127.533333333333,D
3,27,36,189,A,103,A,142,C
11,29,10.5454545454545,39.5454545454545,A,76.5454545454545,A,86.5454545454545,A
8,27,13.5,121.5,A,67.5,A,103.5,C
19,33,8.68421052631579,41.6842105263158,A,63.6842105263158,A,75.6842105263158,A
1,30,150,540,A,211,A,244,C
11,38,17.2727272727273,110.545454545455,B,91.2727272727273,A,111.272727272727,B
19,41,8.63157894736842,198.526315789474,C,74.6315789473684,B,126.631578947368,D
18,34,9.44444444444444,173.777777777778,C,68.4444444444444,B,108.444444444444,D
20,27,9.45,72.9,B,59.45,A,79.45,B
8,42,26.25,204.75,A,88.25,A,124.25,C
18,36,10,138,A,83,A,119,C
6,44,58.6666666666667,410.666666666667,C,139.666666666667,B,191.666666666667,D
8,39,24.375,126.75,B,103.375,A,125.375,B
7,49,28,308,C,114,B,166,D
7,29,20.7142857142857,198.857142857143,C,83.7142857142857,B,127.714285714286,D
16,49,24.5,147,B,103.5,A,125.5,B
14,42,18,120,B,92,A,114,B
6,42,35,308,C,114,B,158,D
12,44,18.3333333333333,187,A,97.3333333333333,A,130.333333333333,C
16,26,11.375,37.375,A,74.375,A,87.375,A
7,29,16.5714285714286,182.285714285714,C,79.5714285714286,B,123.571428571429,D
3,41,82,123,A,162,A,172,A
11,48,21.8181818181818,209.454545454545,A,107.818181818182,A,137.818181818182,C
12,26,13,39,A,67,A,77,A
18,40,13.3333333333333,213.333333333333,C,74.3333333333333,B,126.333333333333,D
14,25,7.14285714285714,64.2857142857143,B,65.1428571428571,A,85.1428571428571,B
4,34,51,255,A,117,A,150,C
19,21,4.42105263157895,25.4210526315789,A,45.4210526315789,A,56.4210526315789,A
18,35,7.77777777777778,128.333333333333,A,63.7777777777778,A,93.7777777777778,C
16,20,8.75,115,C,59.75,B,103.75,D
7,37,37,296,C,105,B,157,D
9,47,36.5555555555556,167.111111111111,B,109.555555555556,A,131.555555555556,B
10,23,18.4,41.4,A,67.4,A,80.4,A
18,48,13.3333333333333,245.333333333333,C,101.333333333333,B,153.333333333333,D
10,37,25.9,251.6,C,100.9,B,152.9,D
16,47,17.625,193.875,A,96.625,A,126.625,C
5,39,39,156,B,116,A,138,B
2,34,85,119,A,150,A,163,A
5,27,37.8,259.2,C,94.8,B,138.8,D
1,40,200,240,A,269,A,279,A
4,41,82,123,A,151,A,161,A
5,45,72,234,B,142,A,166,B
4,50,50,100,A,137,A,147,A
14,29,12.4285714285714,41.4285714285714,A,67.4285714285714,A,80.4285714285714,A
18,46,15.3333333333333,245.333333333333,C,97.3333333333333,B,145.333333333333,D
17,37,15.2352941176471,52.2352941176471,A,77.2352941176471,A,87.2352941176471,A
6,26,30.3333333333333,225.333333333333,C,81.3333333333333,B,121.333333333333,D
16,38,19,171,A,82,A,112,C
19,23,6.05263157894737,58.1052631578947,B,63.0526315789474,A,83.0526315789474,B
20,28,11.2,78.4,B,72.2,A,98.2,B
5,37,59.2,288.6,A,130.2,A,160.2,C
16,46,17.25,63.25,A,91.25,A,101.25,A
14,31,15.5,93,B,72.5,A,92.5,B
5,40,48,88,A,126,A,138,A
10,44,22,264,C,97,B,137,D
18,48,13.3333333333333,245.333333333333,C,92.3333333333333,B,144.333333333333,D
6,40,40,80,A,111,A,123,A
14,23,11.5,103.5,A,64.5,A,103.5,C
12,38,19,228,C,97,B,137,D
6,42,35,77,A,106,A,116,A
17,46,13.5294117647059,119.058823529412,B,91.5294117647059,A,115.529411764706,B
19,21,7.73684210526316,28.7368421052632,A,50.7368421052632,A,61.7368421052632,A
16,48,18,198,A,90,A,129,C
7,34,29.1428571428571,189.428571428571,A,90.1428571428571,A,126.142857142857,C
10,22,15.4,112.2,A,70.4,A,103.4,C
18,40,15.5555555555556,166.666666666667,A,81.5555555555556,A,111.555555555556,C
2,50,200,250,A,288,A,298,A
15,23,9.2,32.2,A,71.2,A,83.2,A
3,47,62.6666666666667,329,A,136.666666666667,A,172.666666666667,C
18,41,11.3888888888889,209.555555555556,C,77.3888888888889,B,117.388888888889,D
16,22,8.25,30.25,A,62.25,A,72.25,A
16,48,21,276,C,103,B,147,D
7,28,16,44,A,65,A,77,A
9,35,19.4444444444444,54.4444444444444,A,74.4444444444444,A,86.4444444444444,A
9,43,33.4444444444444,229.333333333333,A,98.4444444444444,A,134.444444444444,C
3,20,33.3333333333333,106.666666666667,B,81.3333333333333,A,107.333333333333,B
15,37,19.7333333333333,226.933333333333,C,85.7333333333333,B,133.733333333333,D
1,41,246,287,A,307,A,319,A
9,29,16.1111111111111,180.444444444444,C,79.1111111111111,B,127.111111111111,D
1,42,336,756,B,416,A,438,B
20,23,6.9,119.6,C,59.9,B,103.9,D
8,34,29.75,191.25,A,92.75,A,125.75,C
5,34,34,68,A,105,A,115,A
2,27,94.5,364.5,A,156.5,A,192.5,C
15,45,18,63,A,83,A,94,A
16,38,19,57,A,85,A,97,A
8,33,33,66,A,91,A,103,A
14,25,10.7142857142857,107.142857142857,A,66.7142857142857,A,105.714285714286,C
13,50,23.0769230769231,73.0769230769231,A,102.076923076923,A,112.076923076923,A
3,49,98,588,C,184,B,224,D
10,38,19,114,B,79,A,101,B
6,34,22.6666666666667,56.6666666666667,A,87.6666666666667,A,97.6666666666667,A
14,26,7.42857142857143,100.285714285714,A,64.4285714285714,A,103.428571428571,C
3,29,67.6666666666667,386.666666666667,C,123.666666666667,B,171.666666666667,D
3,21,56,231,A,103,A,133,C
17,28,13.1764705882353,123.529411764706,A,74.1764705882353,A,107.176470588235,C
20,47,18.8,197.4,A,105.8,A,141.8,C
17,31,9.11764705882353,80.2352941176471,B,77.1176470588235,A,101.117647058824,B
8,23,20.125,129.375,A,64.125,A,103.125,C
19,44,13.8947368421053,231.578947368421,C,85.8947368421053,B,137.894736842105,D
17,38,11.1764705882353,196.705882352941,C,80.1764705882353,B,124.176470588235,D
